FACILITYID,LOCATION,INSTALLDAT,SUBTYPE,INSTALLCON,ASBUILTNUM,DATAORIGIN,OWNER,COMMENTS,MODELID,MATERIAL,INCASING,LENGTH,WRAPPING,DIAMETER,DEPTH,STATUS,CreatedUse,DateCreate,ModifiedUs,DateModifi,PressureSy,LiningType,PipeClass,Roughness,OperatingP,LiningDate,LiningCont,LiningAsbu,ProjectFun,JointUse,GlobalID,created_us,created_da,last_edite,last_edi_1,Replacemen,OBJECTID,WORKORDERI,DESCRIPTIO,EntityUid,EntityType,LOCATION_1,INITIATEDA,WOXCOORDIN,WOYCOORDIN,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,Map_unit_s,Map_unit_n,Ph Rating,Shape_Length
00-22863,,1/1/1970 0:00,1,,,,AA,,,DI,0,26,,8,0,IS,,,EtMiller,5/9/2022 0:00,NEH,,,0,,,,,,,{AA2574A2-0933-4123-81B7-26D33CC35352},,,,,,824,757786,Water Main Repair Break,00-22863,WWATERMAIN,,11/18/2021 0:00,-9319801.17,5205213.626,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,26.42521831
00-23227,Geddes Ave,1/1/1920 0:00,1,,,EST,AA,,,CI,0,398,,6,0,IS,,,GBurda,6/19/2020 0:00,GED,,,0,,,,,,,{95F262BA-99B4-4B04-837C-389E7394A247},,,,,,345,495354,Water Main Repair Break,00-23227,WWATERMAIN,,6/29/2016 0:00,-9318984.565,5201993.504,MI161,13,WawabD,191648,WawabD,"Wawasee loam, 12 to 18 percent slopes",7.2,398.0269868
00-23237,Highland Rd,1/1/1920 0:00,1,,,EST,AA,,,CI,0,259,,6,0,IS,,,gburda,9/19/2022 0:00,GED,,,0,,,,,,,{1FD1AC8B-1932-4FD8-876C-BF368538BEA8},,,,,,931,814828,Water Main Repair Break,00-23237,WWATERMAIN,Highland Rd,11/2/2022 0:00,-9319713.714,5202326.929,MI161,13,WawabD,191648,WawabD,"Wawasee loam, 12 to 18 percent slopes",7.2,258.8370015
00-23242,Highland Rd,1/1/1920 0:00,1,,,EST,AA,,14151,CI,0,990,,6,0,IS,,,gburda,10/20/2022 0:00,GED,,,0,,,,,,,{38B24D64-7CF7-462A-A301-B7DECFAAD398},,,,,,79,379264,Water Main Repair Break,00-23242,WWATERMAIN,,12/9/2013 0:00,-9319723.405,5202507.618,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,990.0059519
00-23332,Orchard Hills,2/19/1991 0:00,1,,89044-W1,ASBUILT,AA,,,DI,0,227,POLY,8,0,IS,,,gburda,9/16/2022 0:00,GED,,52,0,,,,,,,{B7DBE2E1-FD8A-46EF-B0A0-96138950CC95},,,,,,777,708047,Water Main Repair Break,00-23332,WWATERMAIN,Orchard Hills,4/6/2021 0:00,-9319097.425,5202838.771,MI161,13,WawabD,191648,WawabD,"Wawasee loam, 12 to 18 percent slopes",7.2,227.1328064
00-23343,Hill St,1/1/1920 0:00,1,,,EST,AA,,,CI,0,30,,6,0,IS,,,GBurda,6/19/2020 0:00,GED,,,0,,,,,,,{87498B5C-A830-4579-8BF4-0AF7BED9452D},,,,,,936,819299,Water Main Repair Break,00-23343,WWATERMAIN,Hill St,11/22/2022 0:00,-9319678.976,5201985.61,MI161,13,WawabD,191648,WawabD,"Wawasee loam, 12 to 18 percent slopes",7.2,30.33569232
00-23344,,1/1/1960 0:00,1,,,,AA,,,DI,0,22,,6,0,IS,,,EtMiller,6/30/2022 0:00,GED,,,0,,,,,,,{92753CC9-8FCD-49CE-A5FF-F4503AD8EDAD},,,,,,691,664903,Water Main Repair Break,00-23344,WWATERMAIN,,7/2/2020 0:00,-9319683.392,5201978.197,MI161,13,WawabD,191648,WawabD,"Wawasee loam, 12 to 18 percent slopes",7.2,22.17606818
00-23344,,1/1/1960 0:00,1,,,,AA,,,DI,0,178,,6,0,IS,,,EtMiller,6/30/2022 0:00,GED,,,0,,,,,,,{6CDCE4C9-2FBA-42B8-B413-F6DBDF4D7E45},,,,,,691,664903,Water Main Repair Break,00-23344,WWATERMAIN,,7/2/2020 0:00,-9319683.392,5201978.197,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,178.0586331
00-23351,,1/1/1930 0:00,1,,,,AA,,,CI,0,184,,6,0,IS,,,EtMiller,6/30/2022 0:00,GED,,,0,,,,,,,{22097005-B5F6-4307-BBA5-A8857904B566},,,,,,290,473366,Water Main Repair Break,00-23351,WWATERMAIN,,12/2/2015 0:00,-9319582.89,5200826.831,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,184.0734183
00-23398,,1/1/1930 0:00,1,,,,AA,,,CI,0,340,,12,0,IS,,,EtMiller,6/30/2022 0:00,GED,,,0,,,,,,,{69BCDC32-BBCA-4E64-BF28-BACF73F365D6},,,,,,245,438986,Water Main Repair Break,00-23398,WWATERMAIN,,3/20/2015 0:00,-9319662.453,5200930.524,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,340.1776556
00-23399,,1/1/1980 0:00,1,,,,AA,,,DI,0,9,,12,0,IS,,,EtMiller,6/30/2022 0:00,GED,,,0,,,,,,,{5F8455B5-5D92-49E8-AFF2-00366A1F6B01},,,,,,314,478357,Water Main Repair Break,00-23399,WWATERMAIN,,1/28/2016 0:00,-9319671.502,5200944.008,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,8.731792762
00-23413,Devonshire Rd,1/1/1920 0:00,1,,,EST,AA,,,CI,0,463,,6,0,IS,,,EtMiller,7/18/2019 0:00,GED,,,0,,,,,,,{257E2504-68E7-4D7C-87C6-05D43FB4DC7C},,,GBURDA,5/18/2023 0:00,,313,478284,Water Main Repair Break,00-23413,WWATERMAIN,,1/28/2016 0:00,-9319712.756,5201164.8,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,462.9103776
00-23413,Devonshire Rd,1/1/1920 0:00,1,,,EST,AA,,,CI,0,48,,6,0,IS,,,EtMiller,7/18/2019 0:00,GED,,,0,,,,,,,{0001062E-CB8A-4404-BF5E-EB9BC2493555},,,GBURDA,5/18/2023 0:00,,313,478284,Water Main Repair Break,00-23413,WWATERMAIN,,1/28/2016 0:00,-9319712.756,5201164.8,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,48.23677843
00-23460,,1/1/1950 0:00,1,,,,AA,,,CI,0,282,,6,0,IS,,,EtMiller,6/30/2022 0:00,GED,,,0,,,,,,,{3AC33FA6-9F5C-49DE-BC77-B30FCE404E2B},,,,,,773,703043,Water Main Repair Break,00-23460,WWATERMAIN,,2/28/2021 0:00,-9319454.968,5201757.91,MI161,13,WawabD,191648,WawabD,"Wawasee loam, 12 to 18 percent slopes",7.2,282.3512714
00-23356,,1/1/1940 0:00,1,,,,AA,,14334,CI,0,536,,6,0,IS,,,EtMiller,2/26/2021 0:00,GED,,,0,,,,,,,{0FCE31D0-3F7F-4E04-8925-FD060B9C6B6D},,,,,,261,459079,Water Main Repair Break,00-23356,WWATERMAIN,,6/24/2015 0:00,-9319133.342,5200788.401,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,535.5535102
00-23399,,1/1/1980 0:00,1,,,,AA,,,DI,0,33,,12,0,IS,,,EtMiller,6/30/2022 0:00,GED,,,0,,,,,,,{8D60AEA3-CE1F-4563-AD8B-596BA069EA36},,,,,,314,478357,Water Main Repair Break,00-23399,WWATERMAIN,,1/28/2016 0:00,-9319671.502,5200944.008,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,32.70264878
00-23359,,1/1/1950 0:00,1,,,,AA,,14342,CI,0,226,,6,0,IS,,,EtMiller,2/26/2021 0:00,GED,,,0,,,,,,,{5E5F54F6-4D0F-4ECB-888E-5C4D8DCC5986},,,,,,5,333352,Water Main Repair Break,00-23359,WWATERMAIN,,1/8/2013 0:00,-9318861.298,5201009.373,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,225.6629028
00-23530,Stonehaven Rd,11/30/1960 0:00,1,FJSC,A116W-W,ASBUILT,AA,MATERIAL CONFIRMED,,CI,0,355,,6,0,IS,,,gburda,8/31/2021 0:00,GED,,,0,,,,,Develop,,{2BDED186-A4AC-46BF-8C27-E4E89C320B5F},,,,,,353,502784,Water Main Repair Break,00-23530,WWATERMAIN,,8/28/2016 0:00,-9317100.396,5200168.445,MI161,13,SpD,191677,SpD,"Spinks loamy sand, 12 to 18 percent slopes",6.7,354.584854
00-23632,,1/1/1960 0:00,1,,,,AA,,,DI,0,50,,6,0,IS,,,EtMiller,6/30/2022 0:00,GED,,,0,,,,,,,{B06D90C2-49F0-4CEA-B7E6-AAD594E119A0},,,,,,189,431097,Water Main Repair Break,00-23632,WWATERMAIN,,12/15/2014 0:00,-9317954.544,5199786.229,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,49.77511929
00-23632,,1/1/1960 0:00,1,,,,AA,,,DI,0,694,,6,0,IS,,,EtMiller,6/30/2022 0:00,GED,,,0,,,,,,,{6A66D149-7592-4E89-864C-4771671EB84A},,,,,,189,431097,Water Main Repair Break,00-23632,WWATERMAIN,,12/15/2014 0:00,-9317954.544,5199786.229,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,693.7581422
00-23743,Hall Ave,1/1/1940 0:00,1,,,EST,AA,,,CI,0,441,,6,0,IS,,,gburda,8/31/2021 0:00,SHE,,,0,,,,,,,{AAD64CB9-7FC9-4920-B2E1-473FD72A8D74},,,MHAYOSH,4/10/2023 0:00,,24,337280,Water Main Repair Break,00-23743,WWATERMAIN,,2/19/2013 0:00,-9319608.964,5199726.497,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,441.3060556
00-23753,,1/1/1950 0:00,1,,,,AA,,,CI,0,58,,6,0,IS,,,EtMiller,6/30/2022 0:00,GED,,,0,,,,,,,{2EA6FAA9-DD9A-478E-AE81-AFF846639CA3},,,,,,839,761176,Water Main Repair Break,00-23753,WWATERMAIN,,12/23/2021 0:00,-9318685.627,5200166.373,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,58.02546323
00-23772,E Stadium Blvd,8/13/1963 0:00,1,,A160W-W,ASBUILT,AA,,,DI,0,75,,8,0,IS,,,EtMiller,5/9/2022 0:00,SHE,,,0,,,,,,,{DA3397DE-1D0E-49E2-BE9A-1120518EFC24},,,,,,50,370369,Water Main Repair Break,00-23772,WWATERMAIN,E Stadium Blvd,9/10/2013 0:00,-9318878.728,5199925.97,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,74.68668368
00-23788,E Stadium Blvd,1/1/1950 0:00,1,,,EST,AA,,,CI,0,230,,6,0,AB,,,gburda,7/11/2022 0:00,SHE,,,0,,,,,,,{BE955566-D438-4EA7-8A74-64326821B1A6},,,MHAYOSH,4/17/2023 0:00,,28,340199,Water Main Repair Break,00-23788,WWATERMAIN,,3/28/2013 0:00,-9319130.623,5200057.535,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,230.3660825
00-23814,Medford Rd,8/7/1964 0:00,1,,A204W-W,ASBUILT,AA,,,DI,0,96,,12,0,IS,,,gburda,6/23/2022 0:00,SHE,,,0,,,,,,,{2CDFF405-7BBF-4E1A-BF97-6DE56E35BF92},,,,,,8,333683,Water Main Repair Break,00-23814,WWATERMAIN,,1/11/2013 0:00,-9319275.351,5199900.986,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,96.46966722
00-23847,,1/1/1930 0:00,1,,,,AA,,,CI,0,25,,6,0,IS,,,EtMiller,3/17/2020 0:00,GED,,,0,,,,,,,{4A81A55F-99CC-4F56-8D5B-82767421AF8C},,,,,,124,385235,Water Main Repair Break,00-23847,WWATERMAIN,,3/3/2014 0:00,-9319390.73,5200618.935,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,25.08906567
00-23949,,1/1/1950 0:00,1,,A156W-W location onl,ASBUILT,AA,,,CI,0,240,,6,0,AB,,,gburda,7/11/2022 0:00,SHE,,,0,,,,,,,{FBEC8B55-7A85-49A2-8675-CD5BF6E69E66},,,MHAYOSH,4/18/2023 0:00,,634,618360,Water Main Repair Break,00-23949,WWATERMAIN,,8/6/2019 0:00,-9318941.35,5200042.645,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,239.5653246
00-23988,,1/1/1960 0:00,1,,,,AA,,,CI,0,175,,6,0,IS,,,EtMiller,6/30/2022 0:00,SHE,,,0,,,,,,,{27594B12-D15B-4E09-9191-B18E76E5A627},,,,,,480,555063,Water Main Repair Break,00-23988,WWATERMAIN,,1/18/2018 0:00,-9316087.044,5199214.019,MI161,13,StB,191680,StB,"St. Clair clay loam, 2 to 6 percent slopes",7.3,174.6440294
00-24097,,1/1/1950 0:00,1,,,,AA,,,CI,0,44,,6,0,IS,,,EtMiller,6/30/2022 0:00,SHE,,,0,,,,,,,{6DB14ED6-B9FF-4F1A-B86A-547FB07DF3E1},,,,,,118,383496,Water Main Repair Break,00-24097,WWATERMAIN,,2/6/2014 0:00,-9316105.227,5199137.52,MI161,13,StB,191680,StB,"St. Clair clay loam, 2 to 6 percent slopes",7.3,43.61677744
00-24196,S Huron Pkwy,10/5/1966 0:00,2,AA,A-293W,ASBUILT,AA,,14786,DI,0,114,,20,0,IS,,,SWhite,8/2/2013 0:00,SHE,,,0,,,,,,,{1463FBE1-7217-4A4C-9786-1F4E9258BE9B},,,ETMILLER,6/6/2023 0:00,,464,552772,Water Main Repair Break,00-24196,WWATERMAIN,,12/11/2017 0:00,-9317263.8,5199011.793,MI161,13,BnB,191608,BnB,"Boyer loamy sand, 1 to 6 percent slopes",7.2,113.8861703
00-24343,,1/1/1960 0:00,1,,<Null>,,AA,,,CI,0,8,,8,0,IS,,,EtMiller,6/30/2022 0:00,SHE,,,0,,,,,,,{F9D9B8B5-335C-4BAB-BD0A-32E97703F080},,,,,,541,587545,Water Main Repair Break,00-24343,WWATERMAIN,,11/19/2018 0:00,-9316496.882,5199682.502,MI161,13,StB,191680,StB,"St. Clair clay loam, 2 to 6 percent slopes",7.3,8.48920495
00-24418,,1/1/1950 0:00,1,,,,AA,,14911,CI,0,1046,,8,0,IS,,,EtMiller,12/7/2020 0:00,SHE,,,0,,,,,,,{C2140FCE-F6A1-4A6E-9434-F3DBC3E9CE67},,,,,,324,479689,Water Main Repair Break,00-24418,WWATERMAIN,,2/8/2016 0:00,-9317845.914,5199740.517,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,1045.533133
00-23942,Brockman and Washtenaw,1/1/1930 0:00,1,,,,AA,,14982,CI,0,57,,12,0,IS,,,EtMiller,6/30/2022 0:00,GED,,,0,,,,,,,{942E4136-2139-4967-AA1C-DF7B39E163CC},,,ETMILLER,6/6/2023 0:00,,378,514081,Water Main Repair Break,00-23942,WWATERMAIN,,12/9/2016 0:00,-9319623.42,5200871.886,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,57.42592266
00-24515,,1/1/1950 0:00,1,,,,AA,,14987,CI,0,503,,6,0,IS,,,EtMiller,2/26/2021 0:00,GED,,,0,,,,,,,{3FF65540-2CFE-4B15-85FA-B5F4A2168BF3},,,,,,896,783333,Water Main Repair Break,00-24515,WWATERMAIN,,5/26/2022 0:00,-9318840.786,5200824.948,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,503.1565545
00-24634,,1/1/1930 0:00,2,AA,,,AA,,,CI,0,521,,16,0,IS,,,EtMiller,6/30/2022 0:00,GED,,,0,,,,,,,{4A4A60A9-61FC-4BEF-A150-D0C694D9DE41},,,,,,389,514899,Water Main Repair Break,00-24634,WWATERMAIN,,12/22/2016 0:00,-9320363.591,5203113.737,MI161,13,WawabE,191649,WawabE,"Wawasee loam, 18 to 25 percent slopes",7.2,521.3671384
00-07998,,1/1/1940 0:00,1,,,,AA,,,CI,0,332,,4,0,AB,,,EtMiller,11/20/2020 0:00,NEHWPRZ,,,0,,,,,,,{5CF7C380-0AFC-4647-B86F-20F1C11FAA7E},,,,,,270,466990,Water Main Repair Break,00-07998,WWATERMAIN,,9/7/2015 0:00,-9321676.78,5206182.326,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,331.6306608
00-24805,,1/1/1886 0:00:00,1,,,,AA,,,CI,0,50,,12,0,IS,,,gburda,8/8/2022 0:00,GRA,,,0,,,,,,,{394D1CB5-7A9E-422F-830E-566F3AFC22D9},,,,,,986,839067,Water Main Repair Break,00-24805,WWATERMAIN,,4/11/2023 0:00,-9321949.97,5202927.25,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,50.46311808
00-06588,,1/1/1886 0:00:00,1,,,,AA,,,CI,0,17,,8,0,AB,,,GBurda,8/15/2019 0:00,GRA,,,0,,,,,,,{74EAFA0F-DBAE-4F94-A85A-CED232F32B6B},,,JSCHNURSTEIN,5/22/2023 0:00,,844,762970,Water Main Repair Break,00-06588,WWATERMAIN,N University Ave,1/12/2022 0:00,-9321925.721,5202805.027,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,16.92030713
00-20799,,1/1/1911 0:00,1,,,,AA,,,CI,0,430,,6,0,IS,,,EtMiller,6/30/2022 0:00,GRA,,,0,,,,,,,{474304DC-DD9D-4415-8370-0F5D379B65D6},,,,,,1012,868645,Water Main Repair Break,00-20799,WWATERMAIN,,8/21/2023 0:00,-9321961.57,5201343.86,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,430.0510388
00-20577,,1/1/1920 0:00,1,,,,AA,,,CI,0,259,,6,0,IS,,,EtMiller,6/30/2022 0:00,GRA,,,0,,,,,,,{5A13F7F3-1411-48A1-AC05-D52F00AFE9FC},,,,,,972,830186,Water Main Repair Break,00-20577,WWATERMAIN,,2/9/2023 0:00,-9323032.656,5202441.426,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,259.0757273
00-24914,Briarcliff St,4/4/1961 0:00,1,,A108W-W,ASBUILT,AA,,,CI,0,587,,6,0,IS,,,GBurda,1/8/2021 0:00,NEH,,,0,,,,,Develop,,{16D5924C-7F0B-418B-A408-E8FA2CD4C786},,,,,,606,604007,Water Main Repair Break,00-24914,WWATERMAIN,,4/16/2019 0:00,-9317750.805,5206614.633,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,586.8386464
00-24985,Weldon Blvd,1/1/1950 0:00,1,,,,AA,,,CI,0,835,,6,0,AB,,,Mhayosh,1/28/2022 0:00,WH,,,0,,,,,Develop,,{0DFD1F83-3B0D-4329-A198-03FF9C198680},,,,,,132,386218,Water Main Repair Break,00-24985,WWATERMAIN,,3/13/2014 0:00,-9325124.346,5200012.595,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,835.1333995
00-23260,Regent Dr,9/8/1961 0:00,1,,A144W-W,ASBUILT,AA,,15321,CI,0,590,,6,0,IS,,,EtMiller,7/24/2020 0:00,GED,,,0,,,,,,,{1EB027AD-F611-4D58-A80B-A9144FB26E00},,,,,,638,622590,Water Main Repair Break,00-23260,WWATERMAIN,,9/3/2019 0:00,-9319494.937,5202853.672,MI161,13,WawabD,191648,WawabD,"Wawasee loam, 12 to 18 percent slopes",7.2,590.1047718
00-01325,Towner Blvd,1/1/1950 0:00,1,,,EST,AA,,,CI,0,311,,6,0,IS,,,GBurda,6/18/2020 0:00,SHE,,,0,,,,,,,{B11B8FCD-3B0C-477F-9288-690B78412AD0},,,,,,364,511411,Water Main Repair Break,00-01325,WWATERMAIN,,11/13/2016 0:00,-9317960.62,5198405.535,MI161,13,MdA,191644,MdA,"Matherton sandy loam, 0 to 4 percent slopes",7.2,311.0799365
00-01330,,1/1/1950 0:00,1,,,,AA,,,CI,0,16,,6,0,IS,,,EtMiller,6/30/2022 0:00,SHE,,,0,,,,,,,{D22317D7-0AC2-48C5-BDF9-03201D2912BE},,,,,,116,383349,Water Main Repair Break,00-01330,WWATERMAIN,,2/5/2014 0:00,-9317933.953,5197953.646,MI161,13,MdA,191644,MdA,"Matherton sandy loam, 0 to 4 percent slopes",7.2,16.12931626
00-01330,,1/1/1950 0:00,1,,,,AA,,,CI,0,318,,6,0,IS,,,EtMiller,6/30/2022 0:00,SHE,,,0,,,,,,,{3B313F30-CB6A-4708-81C3-BB022D16E6C0},,,,,,116,383349,Water Main Repair Break,00-01330,WWATERMAIN,,2/5/2014 0:00,-9317933.953,5197953.646,MI161,13,MdA,191644,MdA,"Matherton sandy loam, 0 to 4 percent slopes",7.2,318.3216341
00-24153,,1/1/1960 0:00,1,,,,AA,,,CI,0,94,,6,0,IS,,,EtMiller,6/30/2022 0:00,SHE,,,0,,,,,,,{65E6DFDA-8D35-45C6-AE60-2232712C1AAD},,,,,,962,825445,Water Main Repair Break,00-24153,WWATERMAIN,,1/4/2023 0:00,-9316120.347,5199107.543,MI161,13,StB,191680,StB,"St. Clair clay loam, 2 to 6 percent slopes",7.3,93.72804984
00-18145,,1/1/1950 0:00,1,,,,AA,,15731,CI,0,230,,6,0,IS,,,EtMiller,6/3/2022 0:00,WH,,,0,,,,,,,{C5CAFDEF-3744-4E4A-AA45-1E19B5DA7395},,,,,,68,375222,Water Main Repair Break,00-18145,WWATERMAIN,,10/22/2013 0:00,-9324606.37,5205065.659,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,229.8502667
00-18211,,1/1/1950 0:00,1,,,,AA,,15751,CI,0,859,,6,0,IS,,,EtMiller,6/3/2022 0:00,WH,,,0,,,,,,,{C9682819-20B8-4839-8F4A-D8AA4C7C5435},,,,,,841,761997,Water Main Repair Break,00-18211,WWATERMAIN,,1/4/2022 0:00,-9324617.802,5205559.656,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,858.8647461
00-18147,,1/1/1950 0:00,1,,,,AA,,15754,CI,0,329,,6,0,IS,,,EtMiller,6/3/2022 0:00,WH,,,0,,,,,,,{7AB29242-1012-40F8-8664-B448309D08EB},,,,,,712,683925,Water Main Repair Break,00-18147,WWATERMAIN,,10/18/2020 0:00,-9324607.89,5205153.259,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,328.9000426
00-18182,,1/1/1940 0:00,2,AA,,,AA,,,CI,0,597,,16,0,IS,,,EtMiller,7/9/2020 0:00,WH,,,0,,,,,,,{84BFF77E-DE2B-4FF3-9F02-F23520F84683},,,,,,372,512521,Water Main Repair Break,00-18182,WWATERMAIN,,11/24/2016 0:00,-9324789.878,5205646.393,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,596.9969426
00-17604,Vernon Downs Subdivision #4,5/25/1961 0:00,1,,A141W-W,ASBUILT,AA,,,CI,0,262,,8,0,IS,,,EtMiller,5/9/2022 0:00,WH,,,0,,,,,Develop,,{C4FB9279-46E0-4190-9A8D-C21F3A16EA3C},,,,,,379,514142,Water Main Repair Break,00-17604,WWATERMAIN,Vernon Downs Subdivision #4,12/9/2016 0:00,-9325923.318,5200148.454,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,262.0472506
00-17604,Vernon Downs Subdivision #4,5/25/1961 0:00,1,,A141W-W,ASBUILT,AA,,,CI,0,13,,8,0,IS,,,EtMiller,5/9/2022 0:00,WH,,,0,,,,,Develop,,{3C4996EF-FE5A-4805-AA14-0C173D78ADFA},,,,,,379,514142,Water Main Repair Break,00-17604,WWATERMAIN,Vernon Downs Subdivision #4,12/9/2016 0:00,-9325923.318,5200148.454,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,13.02163554
00-17599,Vernon Downs Subdivision #4,5/25/1961 0:00,1,,A141W-W,ASBUILT,AA,,,CI,0,517,,6,0,IS,,,EtMiller,5/9/2022 0:00,WH,,,0,,,,,Develop,,{16F6D094-0F99-41E2-BE0A-34D7E8AA982E},,,,,,220,436314,Water Main Repair Break,00-17599,WWATERMAIN,,2/11/2015 0:00,-9325976.845,5199893.979,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,517.3471503
00-17690,,1/1/1950 0:00,1,,,,AA,,,CI,0,447,,6,0,IS,,,jroberts,7/1/2020 0:00,WH,,,0,,,,,Develop,,{1673236D-178B-48AD-847E-D82F8C11DF48},,,,,,16,335127,Water Main Repair Break,00-17690,WWATERMAIN,,2/1/2013 0:00,-9325749.171,5199931.586,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,447.1016255
00-17649,,1/1/1950 0:00,1,,,,AA,,,CI,0,113,,6,0,IS,,,Mhayosh,1/27/2022 0:00,WH,,,0,,,,,Develop,,{9CD84595-DFD8-4A1D-96DD-9D71A6261C44},,,,,,211,435440,Water Main Repair Break,00-17649,WWATERMAIN,,1/27/2015 0:00,-9325352.064,5200009.831,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,113.0516821
00-20406,,1/1/1920 0:00,1,,,,AA,,,CI,0,243,,6,0,IS,,,EtMiller,6/30/2022 0:00,GRA,,,0,,,,,,,{88D58BF7-5256-4C9B-B368-60090F085183},,,,,,505,559155,Water Main Repair Break,00-20406,WWATERMAIN,,3/12/2018 0:00,-9321973.517,5202133.959,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,243.2753339
00-06588,N University Ave,1/1/1886 0:00:00,1,,,EST,AA,,,CI,0,141,,8,0,IS,,,EtMiller,5/28/2020 0:00,GRA,,,0,,,,,,,{24FE67E5-C73B-4707-83A2-FB21537D9ACA},,,JSCHNURSTEIN,5/19/2023 0:00,,844,762970,Water Main Repair Break,00-06588,WWATERMAIN,N University Ave,1/12/2022 0:00,-9321925.721,5202805.027,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,140.6143127
00-03861,,1/1/1906 0:00,1,,,,AA,,,CI,0,242,,6,0,IS,,,EtMiller,11/26/2019 0:00,GRA,,,0,,,,,,,{940D3134-CA75-4164-B04F-99B17F957651},,,,,,1008,865968,Water Main Repair Break,00-03861,WWATERMAIN,Glen Ave,8/7/2023 0:00,-9321409.889,5203509.441,MI161,13,WawabE,191649,WawabE,"Wawasee loam, 18 to 25 percent slopes",7.2,241.8410039
00-07205,,1/1/1960 0:00,4,,,,AA,,,DI,0,328,,20,0,IS,,,EtMiller,6/30/2022 0:00,,,,0,,,,,,,{AEA719DD-84DF-44C2-A835-DA11FA92DDD6},,,,,,498,557578,Water Main Repair Break,00-07205,WWATERMAIN,,2/23/2018 0:00,-9321938.837,5199937.678,MI161,13,MdA,191644,MdA,"Matherton sandy loam, 0 to 4 percent slopes",7.2,327.6257901
