FACILITYID,LOCATION,INSTALLDAT,SUBTYPE,INSTALLCON,ASBUILTNUM,DATAORIGIN,OWNER,COMMENTS,MODELID,MATERIAL,INCASING,LENGTH,WRAPPING,DIAMETER,DEPTH,STATUS,CreatedUse,DateCreate,ModifiedUs,DateModifi,PressureSy,LiningType,PipeClass,Roughness,OperatingP,LiningDate,LiningCont,LiningAsbu,ProjectFun,JointUse,GlobalID,created_us,created_da,last_edite,last_edi_1,Replacemen,OBJECTID,WORKORDERI,DESCRIPTIO,EntityUid,EntityType,LOCATION_1,INITIATEDA,WOXCOORDIN,WOYCOORDIN,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,Map_unit_s,Map_unit_n,Ph Rating,Shape_Length
00-25596,,,3,AA,,,AA,,,DI,0,21,,6,0,IS,,,EtMiller,6/30/2022 0:00,NEHWPRZ,,,0,,,,,Develop,,{BF3411B6-4B5B-46FB-99CD-823F3604D86D},,,,,,796,731948,Water Main Repair Break,00-25596,WWATERMAIN,,7/1/2021 0:00,-9321362.838,5206589.119,MI161,13,FoC,191624,FoC,"Fox sandy loam, Huron Lobe, 6 to 12 percent slopes",7.3,21.08333334
00-17494,,1/1/1950 0:00,1,,,,AA,,,CI,0,595,,6,0,IS,,,EtMiller,5/9/2022 0:00,WH,,,0,,,,,,,{958E8CB3-EC01-4693-B38C-C046B4E8C890},,,,,,859,764585,Water Main Repair Break,00-17494,WWATERMAIN,,1/27/2022 0:00,-9326316.575,5202238.36,MI161,13,CoB,191616,CoB,"Conover loam, 0 to 4 percent slopes",7.2,595.4924133
00-18182,,1/1/1980 0:00,1,,,,AA,,,DI,0,2,,8,0,IS,,,EtMiller,6/30/2022 0:00,WH,,,0,,,,,,,{A10B5954-8555-42C7-8FCC-364A62403CC2},,,,,,372,512521,Water Main Repair Break,00-18182,WWATERMAIN,,11/24/2016 0:00,-9324789.878,5205646.393,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,1.508213383
00-18182,,1/1/1980 0:00,1,,,,AA,,,DI,0,108,,8,0,IS,,,EtMiller,6/30/2022 0:00,WH,,,0,,,,,,,{7C2F2E8B-62B8-475D-ABDD-3C8402E5F635},,,,,,372,512521,Water Main Repair Break,00-18182,WWATERMAIN,,11/24/2016 0:00,-9324789.878,5205646.393,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,107.8915443
00-04529,,1/1/1930 0:00,1,,,,AA,,17276,CI,0,532,,6,0,IS,,,EtMiller,6/3/2022 0:00,GRA,,,0,,,,,,,{55930EB6-E568-4766-BDD9-07A1CE8A53DA},,,,,,490,556818,Water Main Repair Break,00-04529,WWATERMAIN,,2/11/2018 0:00,-9324783.154,5203986.126,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,532.4029371
00-05684,Brooks St,1/1/1950 0:00,1,,,,AA,,17281,CI,0,3,,6,0,IS,,,EtMiller,6/9/2022 0:00,WH,,,0,,,,,,,{4F41C0AC-7F85-40C7-9A75-CBD465F7DC66},,,,,,1006,865678,Water Main Repair Break,00-05684,WWATERMAIN,Brooks St,8/4/2023 0:00,-9323933.71,5204864.1,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,2.837143101
00-05684,Brooks St,1/1/1950 0:00,1,,,,AA,,17282,CI,0,4,,6,0,IS,,,EtMiller,6/9/2022 0:00,WH,,,0,,,,,,,{048FD008-6ED0-485A-A94C-B1B27AD6A820},,,,,,1006,865678,Water Main Repair Break,00-05684,WWATERMAIN,Brooks St,8/4/2023 0:00,-9323933.71,5204864.1,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,3.527950232
00-21769,,1/1/1910 0:00,1,,,,AA,,17289,CI,0,480,,6,0,IS,,,EtMiller,6/3/2022 0:00,GRA,,,0,,,,,,,{DB4B8E92-6FD0-432D-8D91-02A7FF2278B1},,,,,,567,595165,Water Main Repair Break,00-21769,WWATERMAIN,,1/12/2019 0:00,-9323186.647,5203961.394,MI161,13,MdA,191644,MdA,"Matherton sandy loam, 0 to 4 percent slopes",7.2,480.2909781
00-21769,,1/1/1920 0:00,1,,,,AA,,17290,CI,0,3,,6,0,IS,,,EtMiller,6/3/2022 0:00,GRA,,,0,,,,,,,{B3E1ACE8-0976-4222-8E30-5E4E70A44B6E},,,,,,567,595165,Water Main Repair Break,00-21769,WWATERMAIN,,1/12/2019 0:00,-9323186.647,5203961.394,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,3.002603037
00-03411,,1/1/1930 0:00,1,,,,AA,,17294,CI,0,318,,6,0,IS,,,EtMiller,8/11/2021 0:00,NEH,,,0,,,,,,,{D1A7FBCD-624B-4A45-960B-C83E592CFCFC},,,,,,381,514177,Water Main Repair Break,00-03411,WWATERMAIN,,12/11/2016 0:00,-9323277.778,5205158.633,MI161,13,MmF,191650,MmF,"Miami loam, 25 to 35 percent slopes",6.7,317.6246373
00-04873,Edward St,1/1/1940 0:00,1,,,EST,AA,,3975,CI,0,370,,6,0,IS,,,gburda,10/28/2021 0:00,GRA,,,0,,,,,,,{FDFE854F-82B4-44C6-8FF3-8AEC2C09338B},,,GBURDA,5/17/2023 0:00,,576,596226,Water Main Repair Break,00-04873,WWATERMAIN,,1/23/2019 0:00,-9322957.509,5204368.301,MI161,13,MdA,191644,MdA,"Matherton sandy loam, 0 to 4 percent slopes",7.2,369.8758388
00-03534,Indianola Dr,1/1/1950 0:00,1,,,,AA,,,CI,0,308,,4,0,AB,,,ASparks,11/26/2019 0:00,NEHWPRZ,,,0,,,,,,,{B5549FF7-0E36-43E4-9D91-3904A5B7BB62},,,,,,405,517324,Water Main Repair Break,00-03534,WWATERMAIN,,1/28/2017 0:00,-9321681.392,5205486.535,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,308.3194336
00-22581,Cedar Bend Dr,1/1/1970 0:00,1,,,EST,AA,,,DI,0,26,,6,0,AB,,,GBurda,4/4/2019 0:00,NEH,,,0,,,,,,,{E50BA0D2-2644-49DB-AD72-06376B6801C4},,,MHAYOSH,7/28/2023 0:00,,641,630525,Water Main Repair Break,00-22581,WWATERMAIN,Cedar Bend Dr,10/24/2019 0:00,-9320763.332,5205121.377,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,25.8135728
00-22581,Cedar Bend Dr,1/1/1970 0:00,1,,,EST,AA,,,DI,0,3,,6,0,AB,,,GBurda,4/4/2019 0:00,NEH,,,0,,,,,,,{7625A096-A3FE-4239-9124-8827201A89EE},,,MHAYOSH,7/28/2023 0:00,,641,630525,Water Main Repair Break,00-22581,WWATERMAIN,Cedar Bend Dr,10/24/2019 0:00,-9320763.332,5205121.377,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,3.300094696
00-23242,,1/1/1950 0:00,1,,,,AA,,,CI,0,26,,3,0,IS,,,EtMiller,6/30/2022 0:00,GED,,,0,,,,,,,{5ED474F8-3E68-41A1-8788-0C7552E14CAE},,,,,,79,379264,Water Main Repair Break,00-23242,WWATERMAIN,,12/9/2013 0:00,-9319723.405,5202507.618,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,26.19824162
00-23242,,1/1/1950 0:00,1,,,,AA,,,CI,0,2,,3,0,IS,,,EtMiller,6/30/2022 0:00,GED,,,0,,,,,,,{9B386080-CB4A-4C74-95EB-66DE03EA9FBC},,,,,,79,379264,Water Main Repair Break,00-23242,WWATERMAIN,,12/9/2013 0:00,-9319723.405,5202507.618,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,1.651052426
00-20694,,1/1/1920 0:00,1,,,,AA,,,CI,0,15,,6,0,IS,,,EtMiller,6/30/2022 0:00,GRA,,,0,,,,,,,{2CDC00CB-B8C6-4C45-9DAC-8C95CB573694},,,,,,570,595681,Water Main Repair Break,00-20694,WWATERMAIN,,1/17/2019 0:00,-9321969.653,5201797.306,MI161,13,FoC,191624,FoC,"Fox sandy loam, Huron Lobe, 6 to 12 percent slopes",7.3,15.0154267
00-20694,,1/1/1900 0:00,1,,,,AA,,,CI,0,43,,6,0,IS,,,EtMiller,6/30/2022 0:00,GRA,,,0,,,,,,,{4FED32DA-6F24-47D1-9F59-B45D280F99DC},,,,,,570,595681,Water Main Repair Break,00-20694,WWATERMAIN,,1/17/2019 0:00,-9321969.653,5201797.306,MI161,13,FoC,191624,FoC,"Fox sandy loam, Huron Lobe, 6 to 12 percent slopes",7.3,42.55690541
00-21203,,1/1/1905 0:00,1,,,,,,,CI,0,24,,6,0,AB,,,asparks,4/6/2020 0:00,GRA,,,0,,,,,,,{29F31355-D0DB-46EB-9B17-498E70B98FAF},,,,,,49,368575,Water Main Repair Break,00-21203,WWATERMAIN,,8/26/2013 0:00,-9322638.707,5201767.089,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,23.50811071
00-21203,Hill St,1/1/1905 0:00,1,,,EST,AA,,,CI,0,304,,6,0,AB,,,asparks,4/29/2020 0:00,GRA,,,0,,,,,,,{3E672A19-B326-4376-A635-4C1F37E0B45B},,,,,,49,368575,Water Main Repair Break,00-21203,WWATERMAIN,,8/26/2013 0:00,-9322638.707,5201767.089,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,303.9703974
00-04808,Depot St,1/1/1886 0:00:00,1,,,EST,AA,,,CI,0,198,,8,0,IS,,,gburda,10/7/2021 0:00,GRA,,,0,,,,,,,{632956B6-087C-4A04-85CD-46119D9C9EA8},,,,,,241,438095,Water Main Repair Break,00-04808,WWATERMAIN,,3/10/2015 0:00,-9322341.131,5204195.057,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,198.4072094
00-04708,,1/1/1960 0:00,1,,,,AA,,17565,DI,0,167,,6,0,IS,,,EtMiller,6/3/2022 0:00,NEHWPRZ,,,0,,,,,,,{5A7F85B7-57AA-4514-A2C4-A2ABF49C7034},,,,,,1016,869526,Water Main Repair Break,00-04708,WWATERMAIN,,8/28/2023 0:00,-9321992.14,5204696.56,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,166.6437333
00-04341,,1/1/1920 0:00,1,,,,AA,,17641,CI,0,77,,6,0,IS,,,EtMiller,6/30/2022 0:00,WH,,,0,,,,,,,{7FC0AD98-352F-4DFD-9983-027DE528E8F6},,,,,,667,639061,Water Main Repair Break,00-04341,WWATERMAIN,,1/7/2020 0:00,-9323919.496,5200944.817,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,76.77605421
00-04341,,1/1/1920 0:00,1,,,,AA,,,CI,0,327,,6,0,IS,,,EtMiller,6/30/2022 0:00,WH,,,0,,,,,,,{6E98CF5D-47AC-4F9C-AB93-E13D7CDBDEA7},,,,,,667,639061,Water Main Repair Break,00-04341,WWATERMAIN,,1/7/2020 0:00,-9323919.496,5200944.817,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,326.8134097
00-23199,Hill St,1/1/1920 0:00,1,,,EST,AA,,,CI,0,247,,6,0,IS,,,GBurda,6/19/2020 0:00,GED,,,0,,,,,,,{F967FEB4-5A5E-47E3-8F94-F09C6338E639},,,,,,147,392097,Water Main Repair Break,00-23199,WWATERMAIN,,4/22/2014 0:00,-9319538.692,5201985.283,MI161,13,WawabD,191648,WawabD,"Wawasee loam, 12 to 18 percent slopes",7.2,247.4229767
00-23199,Hill St,1/1/1920 0:00,1,,,EST,AA,,,CI,0,30,,6,0,IS,,,GBurda,6/19/2020 0:00,GED,,,0,,,,,,,{AB493759-A8C0-4DDC-9199-7CAA0F8B249A},,,,,,147,392097,Water Main Repair Break,00-23199,WWATERMAIN,,4/22/2014 0:00,-9319538.692,5201985.283,MI161,13,WawabD,191648,WawabD,"Wawasee loam, 12 to 18 percent slopes",7.2,30.15364436
00-23199,Hill St,1/1/1920 0:00,1,,,EST,AA,,,CI,0,154,,6,0,IS,,,GBurda,6/19/2020 0:00,GED,,,0,,,,,,,{5B66A87A-79BD-4619-A146-14C9B0A163B8},,,,,,147,392097,Water Main Repair Break,00-23199,WWATERMAIN,,4/22/2014 0:00,-9319538.692,5201985.283,MI161,13,WawabD,191648,WawabD,"Wawasee loam, 12 to 18 percent slopes",7.2,154.34697
00-23913,,1/1/1950 0:00,1,,,,AA,,,CI,0,256,,6,0,IS,,,EtMiller,6/30/2022 0:00,GED,,,0,,,,,,,{6E10625E-5319-4DBE-B7E4-8B19D093D7BC},,,,,,344,494023,Water Main Repair Break,00-23913,WWATERMAIN,,6/20/2016 0:00,-9318781.958,5200335.698,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,256.1923843
00-23747,Hawthorn Rd,1/1/1950 0:00,1,,,,AA,,17766,CI,0,280,,6,0,IS,,,EtMiller,12/1/2021 0:00,GED,,,0,,,,,,,{1DA43FE0-9EFF-4C29-803C-568E5ADBE4F5},,,,,,637,622566,Water Main Repair Break,00-23747,WWATERMAIN,,9/3/2019 0:00,-9318698.461,5200751.893,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,280.0539206
00-23953,,1/1/1940 0:00,1,,,,AA,,,CI,0,295,,6,0,AB,,,EtMiller,7/5/2022 0:00,SHE,,,0,,,,,,,{F38DE882-2E91-4B4B-8994-57155A2D6646},,,MHAYOSH,4/4/2023 0:00,,377,514039,Water Main Repair Break,00-23953,WWATERMAIN,,12/8/2016 0:00,-9319537.623,5199885.358,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,294.7294031
00-23721,Brockman Blvd,1/1/1930 0:00,1,,,,AA,,17779,CI,0,439,,12,0,IS,,,GBurda,5/12/2021 0:00,SHE,,,0,,,,,,,{3DA0F147-55BE-47A4-8757-59984AC17413},,,MHAYOSH,4/11/2023 0:00,,385,514763,Water Main Repair Break,00-23721,WWATERMAIN,,12/20/2016 0:00,-9319646.199,5200022.45,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,439.4025997
00-21499,N Main St,1/1/1886 0:00:00,2,AA,,EST,AA,,,CI,0,114,,14,0,IS,,,GBurda,10/21/2019 0:00,GRA,,,0,,,,,,,{2E343BE6-B5E2-4B2C-8BC7-84B98BA814FB},,,GBURDA,5/4/2023 0:00,,210,435092,Water Main Repair Break,00-21499,WWATERMAIN,,1/22/2015 0:00,-9322822.168,5203564.02,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,113.5712229
00-21499,,1/1/1886 0:00:00,2,AA,,EST,AA,,18265,CI,0,4,,14,0,IS,,,EtMiller,6/3/2022 0:00,GRA,,,0,,,,,,,{C3A7FD72-BFDA-41F8-8DCF-B4009660269B},,,GBURDA,5/4/2023 0:00,,210,435092,Water Main Repair Break,00-21499,WWATERMAIN,,1/22/2015 0:00,-9322822.168,5203564.02,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,4.449411942
00-21495,W Huron St,1/1/1886 0:00:00,1,,,EST,AA,,,CI,0,315,,8,0,IS,,,GBurda,4/7/2021 0:00,GRA,,,0,,,,,,,{A151BE74-D0BD-4FB2-9530-BC7E18834E61},,,,,,708,682389,Water Main Repair Break,00-21495,WWATERMAIN,W Huron St,10/5/2020 0:00,-9323064.979,5203243.077,MI161,13,FoC,191624,FoC,"Fox sandy loam, Huron Lobe, 6 to 12 percent slopes",7.3,314.7839068
00-23586,,9/14/1967 0:00,1,,A320W-W,ASBUILT,AA,,,DI,0,452,,12,0,IS,,,GBurda,10/8/2020 0:00,GED,,,0,,,,,,,{762D617C-15AA-4184-AD21-847D234F5E25},,,,,,670,640588,Water Main Repair Break,00-23586,WWATERMAIN,,1/21/2020 0:00,-9318179.774,5200379.58,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,452.0265086
00-23842,,1/1/1940 0:00,1,,,,AA,,,CI,0,496,,6,0,IS,,,EtMiller,6/30/2022 0:00,GED,,,0,,,,,,,{DD2C971B-CEA4-4A97-A3FA-25D30047FB66},,,,,,122,384829,Water Main Repair Break,00-23842,WWATERMAIN,,2/25/2014 0:00,-9319455.996,5200689.947,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,495.7962092
00-23842,,1/1/1940 0:00,1,,,,AA,,,CI,0,162,,6,0,IS,,,EtMiller,6/30/2022 0:00,GED,,,0,,,,,,,{A94DF823-32FE-4699-86E7-C11298C8682E},,,,,,122,384829,Water Main Repair Break,00-23842,WWATERMAIN,,2/25/2014 0:00,-9319455.996,5200689.947,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,162.018721
00-25969,W William St,1/1/1886 0:00:00,1,,,,AA,,,CI,0,197,,6,0,IS,,,GBurda,8/27/2020 0:00,GRA,,,0,,,,,,,{E0FFFCE7-BD7F-4C8B-B156-466A73123560},,,,,,278,471068,Water Main Repair Break,00-25969,WWATERMAIN,,10/27/2015 0:00,-9323060.219,5202709.073,MI161,13,MdA,191644,MdA,"Matherton sandy loam, 0 to 4 percent slopes",7.2,197.1748237
00-19165,,1/1/1950 0:00,2,AA,,,AA,,,CI,0,273,,16,0,IS,,,EtMiller,6/30/2022 0:00,WH,,,0,,,,,,,{F28C0D25-4450-4EFD-B1C5-506276D4533B},,,,,,677,645072,Water Main Repair Break,00-19165,WWATERMAIN,,2/22/2020 0:00,-9326359.218,5203958.774,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,273.2000804
00-19596,Haisley Elementary School,1/1/1950 0:00,1,,,,PRIVATE,,,CI,0,253,,6,0,IS,,,EtMiller,6/30/2022 0:00,WH,,,0,,,,,,,{5997EDB6-CB7E-41B7-A0F1-9B2B85B7D00A},,,ETMILLER,5/11/2023 0:00,,146,392013,Water Main Repair Break,00-19596,WWATERMAIN,,4/22/2014 0:00,-9325781.92,5204534.696,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,253.1684922
00-18763,Fulmer St,2/27/1973 0:00,1,,A393W-3,ASBUILT,AA,,18671,DI,0,719,,8,0,IS,,,Mhayosh,11/12/2021 0:00,WH,,,0,,,,,,,{285C860A-DA59-41CE-88D6-DBA7CE8D3069},,,,,,927,809953,Water Main Repair Break,00-18763,WWATERMAIN,Fulmer St,10/24/2022 0:00,-9326015.79,5205484.34,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,719.0070584
00-18742,,1/1/1950 0:00,1,,,,AA,,18683,CI,0,523,,6,0,IS,,,EtMiller,6/30/2022 0:00,WH,,,0,,,,,,,{78AB761E-BFC3-4E48-890C-E17D8F017066},,,,,,941,820274,Water Main Repair Break,00-18742,WWATERMAIN,,11/29/2022 0:00,-9325518.188,5205121.963,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,523.3198131
00-20765,,1/1/1910 0:00,1,,,,AA,,,CI,0,234,,6,0,IS,,,EtMiller,6/30/2022 0:00,GRA,,,0,,,,,,,{CFF3C16A-188A-496F-A1BA-368D0A6AA8D4},,,,,,331,482461,Water Main Repair Break,00-20765,WWATERMAIN,,3/14/2016 0:00,-9321399.874,5200906.557,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,234.304617
00-20765,,1/1/1910 0:00,1,,,,AA,,,CI,0,21,,6,0,IS,,,EtMiller,6/30/2022 0:00,GRA,,,0,,,,,,,{ECE1C89D-7B38-4758-A8F6-11689A6281C3},,,,,,331,482461,Water Main Repair Break,00-20765,WWATERMAIN,,3/14/2016 0:00,-9321399.874,5200906.557,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,21.02379604
00-20765,,1/1/1910 0:00,1,,,,AA,,,CI,0,30,,6,0,IS,,,EtMiller,6/30/2022 0:00,GRA,,,0,,,,,,,{44E1C639-78E8-410C-8CC1-0DD676EFB7DF},,,,,,331,482461,Water Main Repair Break,00-20765,WWATERMAIN,,3/14/2016 0:00,-9321399.874,5200906.557,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,30.05693601
00-04550,Arborview Blvd,1/1/1940 0:00,1,,,EST,AA,,,CI,0,272,,8,0,IS,,,kbemish,7/13/2022 0:00,WH,,,0,,,,,,,{E7C059B3-1AC0-4074-8D1F-4AE4285C2AD6},,,,,,232,437747,Water Main Repair Break,00-04550,WWATERMAIN,,3/4/2015 0:00,-9325117.435,5203955.587,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,272.1983499
00-04550,Brierwood Ct,1/1/1940 0:00,1,,,EST,AA,,,CI,0,2,,3,0,IS,,,GBurda,6/1/2022 0:00,WH,,,0,,,,,,,{E749600F-9450-4F7C-8B55-E2D42683A998},,,,,,232,437747,Water Main Repair Break,00-04550,WWATERMAIN,,3/4/2015 0:00,-9325117.435,5203955.587,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,2.277887136
00-04550,Brierwood Ct,1/1/1940 0:00,1,,,EST,AA,,,CI,0,150,,3,0,IS,,,GBurda,6/1/2022 0:00,WH,,,0,,,,,,,{9039A63D-CD7B-4D3A-9C42-C0929542418A},,,,,,232,437747,Water Main Repair Break,00-04550,WWATERMAIN,,3/4/2015 0:00,-9325117.435,5203955.587,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,150.4767188
00-14572,,1/1/1950 0:00,1,,,,AA,,,CI,0,90,,6,0,IS,,,EtMiller,6/30/2022 0:00,WH,,,0,,,,,,,{B607DB7E-AC82-42E6-B87B-DDA613FC4B71},,,,,,948,821950,Water Main Repair Break,00-14572,WWATERMAIN,,12/13/2022 0:00,-9325172.339,5201147.717,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,89.9322779
00-20508,E Madison & S Fourth Ave,1/1/1920 0:00,3,,,EST,AA,,,CI,0,46,,8,0,IS,,,EtMiller,5/9/2022 0:00,GRA,,,0,,,,,,,{2B6F6647-BC20-4461-A047-B214A847945E},,,,,,834,759824,Water Main Repair Break,00-20508,WWATERMAIN,E Madison & S Fourth Ave,12/9/2021 0:00,-9322739.103,5202126.704,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,46.29229826
00-22666,,10/28/1963 0:00,1,,A211W-W,,AA,,,CI,0,253,,6,0,IS,,,EtMiller,5/9/2022 0:00,NEHWPRZ,,,0,,,,,Develop,,{3B41749B-31B2-40FE-BA86-BF8EF1FF7D34},,,,,,794,729923,Water Main Repair Break,00-22666,WWATERMAIN,,6/27/2021 0:00,-9320838.462,5204557.769,MI161,13,BnB,191608,BnB,"Boyer loamy sand, 1 to 6 percent slopes",7.2,253.3017117
00-20409,,1/1/1890 0:00:00,1,,,,AA,,,CI,0,2,,4,0,IS,,,EtMiller,6/30/2022 0:00,GRA,,,0,,,,,,,{27B7C254-D5AE-47ED-8B5B-F6F037F75CD7},,,,,,497,557545,Water Main Repair Break,00-20409,WWATERMAIN,,2/22/2018 0:00,-9321972.458,5202013.529,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,1.906182233
00-20409,,1/1/1890 0:00:00,1,,,,AA,,,CI,0,33,,4,0,IS,,,EtMiller,6/30/2022 0:00,GRA,,,0,,,,,,,{44F63FA5-5475-495B-A1F6-1FE94F8141EE},,,,,,497,557545,Water Main Repair Break,00-20409,WWATERMAIN,,2/22/2018 0:00,-9321972.458,5202013.529,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,33.03432212
00-18145,,1/1/1950 0:00,1,,,,AA,,19147,CI,0,71,,6,0,IS,,,EtMiller,6/3/2022 0:00,WH,,,0,,,,,,,{9C6D3F3F-47B3-41E9-ABE2-35426B868742},,,,,,68,375222,Water Main Repair Break,00-18145,WWATERMAIN,,10/22/2013 0:00,-9324606.37,5205065.659,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,71.42844529
00-24717,,1/1/1950 0:00,1,,,,AA,,19148,CI,0,279,,6,0,IS,,,EtMiller,6/3/2022 0:00,WH,,,0,,,,,,,{1E3E5926-9DA9-4756-A499-EF01EDD7EC6B},,,,,,374,512540,Water Main Repair Break,00-24717,WWATERMAIN,,11/28/2016 0:00,-9324603.212,5204916.496,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,278.6622657
00-09904,,1/1/1950 0:00,1,AA,,,AA,,,CI,0,111,,6,0,IS,,,GBurda,8/5/2019 0:00,NEHWPRZ,,,0,,,,,,,{F8595118-4CA9-4191-97BF-B8AF9E136A1E},,,,,,134,386228,Water Main Repair Break,00-09904,WWATERMAIN,,3/13/2014 0:00,-9320910.897,5205351.95,MI161,13,So,191674,So,"Sloan silt loam, 0 to 1 percent slopes, frequently flooded",7.2,110.6672225
00-11009,Greenhills Dr,4/16/1971 0:00,1,,A451W-W,,AA,,,DI,0,215,,8,0,IS,,,EtMiller,6/30/2022 0:00,NEHEPRZ,,,0,,,,,,,{C0783D52-2951-460C-8B33-0AB0B9B3D7BD},,,ETMILLER,6/6/2023 0:00,,714,684652,Water Main Repair Break,00-11009,WWATERMAIN,,10/22/2020 0:00,-9315271.007,5203894.475,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,215.3370215
00-23165,,1/1/1960 0:00,1,,,,PRIVATE,,,DI,0,694,,8,0,IS,,,EtMiller,6/30/2022 0:00,GED,,,0,,,,,Develop,,{EFFAE175-D326-449D-A572-0B046F1FDD33},,,ETMILLER,5/11/2023 0:00,,476,554452,Water Main Repair Break,00-23165,WWATERMAIN,,1/5/2018 0:00,-9317545.46,5203034.589,MI161,13,BnC,191609,BnC,"Boyer loamy sand, 6 to 12 percent slopes",7.2,694.3442017
00-23508,Chalmers Dr,11/29/1960 0:00,1,,A130W,ASBUILT,AA,,,CI,0,410,,8,0,IS,,,EtMiller,6/30/2022 0:00,SHE,,,0,,,,,,,{20B6D524-8E43-4FE9-9D6D-104DBB06B890},,,,,,535,585416,Water Main Repair Break,00-23508,WWATERMAIN,Chalmers Dr,10/24/2018 0:00,-9316487.311,5199875.714,MI161,13,StB,191680,StB,"St. Clair clay loam, 2 to 6 percent slopes",7.3,410.3217647
00-23359,,1/1/1950 0:00,1,,,,AA,,,CI,0,561,,6,0,IS,,,EtMiller,6/30/2022 0:00,GED,,,0,,,,,,,{A99F597D-219C-4871-8ACC-E99F9C3D40F3},,,,,,5,333352,Water Main Repair Break,00-23359,WWATERMAIN,,1/8/2013 0:00,-9318861.298,5201009.373,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,561.2884404
00-23359,,1/1/1950 0:00,1,,,,AA,,,CI,0,5,,6,0,IS,,,EtMiller,6/30/2022 0:00,GED,,,0,,,,,,,{670A9389-CF60-4191-AF5C-4DC556B418B5},,,,,,5,333352,Water Main Repair Break,00-23359,WWATERMAIN,,1/8/2013 0:00,-9318861.298,5201009.373,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,5.011785605
